synthetic_name,source_anchor,true_category,anchor_predicted_category,anchor_strength,perturb_radius_scaled,trust_radius_scaled,source_title,nearest_anchor,nearest_anchor_true_category,nearest_anchor_distance_scaled,nearest_real_distance_scaled,same_true_category_neighborhood,source_anchor_is_nearest,within_real_manifold_threshold,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12,Mode 13,Mode 14,Mode 15,Mode 16,Mode 17,Mode 18,Mode 19
sd7080_perturb_010,sd7080,Low-subsonic,Supersonic,strong,0.29781009,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29781009,0.29781009,True,True,True,0.1179203098,0.3394710244,-0.1967377005,0.8576166543,-0.785853643,1.226839434,-0.4786005324,0.5396188229,0.09538535263,0.1360527178,0.02889893228,-0.3400934677,0.5372602283,-0.7433164488,0.7238831525,-0.577071683,0.3101232131,-0.1249523187,0.03640848573
sd7080_perturb_011,sd7080,Low-subsonic,Supersonic,strong,0.28714881,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28714881,0.28714881,True,True,True,0.1270836388,0.3492468039,-0.218973946,0.7839704808,-0.7845699948,1.010639069,-0.5775467637,0.538442461,0.07838849946,0.1637753678,0.03339961906,-0.3348873049,0.520367809,-0.742577839,0.6632938396,-0.587001918,0.3208960846,-0.1343841659,0.06444600745
sd7080_perturb_012,sd7080,Low-subsonic,Supersonic,strong,0.29261093,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29261093,0.29261093,True,True,True,0.1217039178,0.3461192798,-0.2132680641,0.8867011907,-0.7050348368,1.189809342,-0.4557636328,0.5133407811,0.08164277837,0.126356787,0.002617409641,-0.3295775979,0.4527732741,-0.7747559713,0.7112442656,-0.6094226742,0.2443393328,-0.1496297975,0.0522041747
sd7080_perturb_013,sd7080,Low-subsonic,Supersonic,strong,0.26374456,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.26374456,0.26374456,True,True,True,0.1195368624,0.3454549229,-0.2096494784,0.9683920452,-0.8611901907,1.045484255,-0.5503083381,0.4863659476,0.08258892397,0.1571931855,0.02231393023,-0.317377233,0.482648476,-0.7670271533,0.7517037388,-0.5404467081,0.2922009954,-0.129400536,0.07057301218
sd7080_perturb_014,sd7080,Low-subsonic,Supersonic,strong,0.28487436,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28487436,0.28487436,True,True,True,0.1208421447,0.3357178513,-0.1642021334,0.9065481909,-0.7802528045,1.096396856,-0.4794114774,0.5572180457,0.09564635816,0.1547692639,0.009975476636,-0.323761434,0.3990638564,-0.7089559507,0.7077095763,-0.569206121,0.3457152572,-0.1521497652,0.0656967129
sd7080_perturb_015,sd7080,Low-subsonic,Supersonic,strong,0.28930534,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28930534,0.28930534,True,True,True,0.114868076,0.3289318368,-0.2017930447,0.855138003,-0.8445901965,1.01601215,-0.5235070513,0.5638903613,0.08328489453,0.1665212949,0.02430598298,-0.3345347574,0.4286414134,-0.7815181092,0.7340547241,-0.6229257715,0.333255139,-0.1580437462,0.0791007234
sd7080_perturb_016,sd7080,Low-subsonic,Supersonic,strong,0.29077485,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29077485,0.29077485,True,True,True,0.1171915498,0.3242137918,-0.2317413671,0.9811815638,-0.7536501297,1.126871214,-0.6177934729,0.5386774242,0.07557501947,0.1588096671,0.04198321928,-0.3194769214,0.4607171046,-0.7331206689,0.7239808933,-0.5614027778,0.2723365917,-0.1504327322,0.06052051728
sd7080_perturb_017,sd7080,Low-subsonic,Supersonic,strong,0.28849881,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28849881,0.28849881,True,True,True,0.1242823956,0.3303240265,-0.240595138,0.8314935188,-0.7581033455,1.0572497,-0.5585457166,0.4854787223,0.08683913876,0.1261184999,0.02477244553,-0.3134650117,0.4430850301,-0.7589376672,0.7329850789,-0.6324124516,0.3002372735,-0.1425289416,0.08532114659
sd7080_perturb_018,sd7080,Low-subsonic,Supersonic,strong,0.28917714,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28917714,0.28917714,True,True,True,0.1292971273,0.3326305388,-0.1804653981,0.836875026,-0.7455328152,1.112686295,-0.5147759796,0.5136040352,0.1022620006,0.1386408931,0.01801013916,-0.2932684183,0.4299497049,-0.7773686025,0.6591274138,-0.5693683697,0.2769342201,-0.1450486508,0.04891936333
sd7080_perturb_019,sd7080,Low-subsonic,Supersonic,strong,0.29783202,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29783202,0.29783202,True,True,True,0.1279672436,0.3502841016,-0.2518137914,0.9318431142,-0.8346787758,1.20487394,-0.5114862555,0.5014739604,0.09530839943,0.1357397809,0.01627405934,-0.3018610955,0.4850014358,-0.8002189234,0.7929547198,-0.6293811455,0.2861071738,-0.1304792472,0.06515638771
sd7080_perturb_020,sd7080,Low-subsonic,Supersonic,strong,0.29703860,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29703860,0.29703860,True,True,True,0.1224660477,0.3598902166,-0.2131882547,0.9195316233,-0.8276400783,1.012698253,-0.5033496684,0.560103522,0.09563402418,0.1766617297,0.0161669139,-0.2971849136,0.527975596,-0.7782510841,0.7202257954,-0.5864959856,0.3036077075,-0.1388430269,0.07528930643
sd7080_perturb_021,sd7080,Low-subsonic,Supersonic,strong,0.27743121,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.27743121,0.27743121,True,True,True,0.1160044801,0.3353648416,-0.224755001,0.8860101131,-0.8055675892,1.158221569,-0.581849188,0.5228159802,0.06895199681,0.162680799,-0.007020289687,-0.3389098346,0.4744367771,-0.7290383542,0.7333639719,-0.601495123,0.2875291628,-0.1373184819,0.07877151981
sd7080_perturb_022,sd7080,Low-subsonic,Supersonic,strong,0.25624235,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.25624235,0.25624235,True,True,True,0.1238861475,0.3428466571,-0.2289267165,0.8371492173,-0.8508178953,1.219269356,-0.5685406287,0.5654113529,0.06764449128,0.1648145152,0.01841233398,-0.3288865642,0.3891299717,-0.7744813999,0.7154569188,-0.6150351967,0.2733505772,-0.1452003059,0.06793978124
sd7080_perturb_023,sd7080,Low-subsonic,Supersonic,strong,0.29435675,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29435675,0.29435675,True,True,True,0.1131284777,0.3494327266,-0.2347266281,0.8893037944,-0.9122291041,1.078073403,-0.5375331279,0.4999793751,0.100315584,0.1541369428,0.02497045081,-0.3405538956,0.4020477308,-0.780433812,0.7575471073,-0.5638812766,0.2986489802,-0.1171066405,0.06980423834
sd7080_perturb_024,sd7080,Low-subsonic,Supersonic,strong,0.29214505,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29214505,0.29214505,True,True,True,0.1082252896,0.3484535931,-0.1710392268,0.97464586,-0.7448689451,1.219604445,-0.4877846873,0.5475188888,0.09606937237,0.1457460967,0.03498092057,-0.320198457,0.4479065202,-0.7733325026,0.6606130962,-0.5342182118,0.3069422805,-0.1502567461,0.06373986647
sd7080_perturb_025,sd7080,Low-subsonic,Supersonic,strong,0.29626740,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29626740,0.29626740,True,True,True,0.1287242919,0.3339165397,-0.2449316433,0.973242353,-0.7665617384,1.045141773,-0.4605041946,0.59128675,0.07561071056,0.1441737881,0.04174270135,-0.3272083851,0.4606010195,-0.7453990812,0.7010483398,-0.6108466392,0.3050505573,-0.1451635749,0.05269203784
sd7080_perturb_026,sd7080,Low-subsonic,Supersonic,strong,0.29690077,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29690077,0.29690077,True,True,True,0.1208789865,0.3511251332,-0.2071881172,0.8844205448,-0.7306037201,1.215899367,-0.4998857892,0.5841032302,0.04834489305,0.1285100984,0.013671672,-0.3253995539,0.4291827411,-0.7763975056,0.7581550466,-0.5643235235,0.2713251182,-0.1450535597,0.05642846871
sd7080_perturb_027,sd7080,Low-subsonic,Supersonic,strong,0.29417571,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29417571,0.29417571,True,True,True,0.1197000344,0.3469819813,-0.2132729243,0.8850332746,-0.6282028258,1.270368144,-0.5367896427,0.5330951187,0.07832580343,0.1524926938,0.02541772506,-0.3510444128,0.3812567664,-0.7612723652,0.6800004361,-0.622528012,0.2917254576,-0.1296446565,0.056946607
sd7080_perturb_028,sd7080,Low-subsonic,Supersonic,strong,0.27859772,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.27859772,0.27859772,True,True,True,0.1216756252,0.3258535607,-0.2366485695,0.9430346915,-0.7729582816,1.22079777,-0.5874904272,0.5445063805,0.1062174187,0.1639815398,0.02638069378,-0.3146381546,0.4273050089,-0.7423920592,0.7244362466,-0.5859813363,0.2682927378,-0.1191888411,0.08170287069
sd7080_perturb_029,sd7080,Low-subsonic,Supersonic,strong,0.27786817,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.27786817,0.27786817,True,True,True,0.1222421536,0.3480979733,-0.2141146221,0.9025923732,-0.7996967443,1.172386597,-0.5519163523,0.5111364056,0.07102651318,0.1607711982,0.04474388114,-0.3295253074,0.4539455997,-0.73749494,0.7148985606,-0.6039032308,0.3595580876,-0.1587854565,0.07956680389
sd7080_perturb_030,sd7080,Low-subsonic,Supersonic,strong,0.29721221,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29721221,0.29721221,True,True,True,0.1234928452,0.3290809385,-0.1887775462,0.9220849851,-0.8882254775,1.146959744,-0.5296490599,0.5009998185,0.07759026956,0.1423911163,0.02748601693,-0.3267950167,0.4175944111,-0.8108905922,0.7516616844,-0.5653996642,0.3284003595,-0.1090856523,0.06326343688
sd7080_perturb_031,sd7080,Low-subsonic,Supersonic,strong,0.28079599,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28079599,0.28079599,True,True,True,0.1139243843,0.3415428403,-0.2229247823,0.899752121,-0.8139232426,1.149290381,-0.5970694847,0.5506029522,0.09366225088,0.1712468041,0.03018178547,-0.3302915741,0.4207567871,-0.8224186189,0.7777588115,-0.55133967,0.2749348393,-0.1175658769,0.07016348847
sd7080_perturb_032,sd7080,Low-subsonic,Supersonic,strong,0.29846627,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29846627,0.29846627,True,True,True,0.1284800207,0.3365525041,-0.1979153761,0.9571187029,-0.7938151629,1.114487654,-0.5271806842,0.5033885146,0.08854083668,0.1226960334,0.02593096058,-0.3275169798,0.5145293358,-0.8461812285,0.713259868,-0.6208957924,0.2661537521,-0.1246739466,0.07916560433
sd7080_perturb_033,sd7080,Low-subsonic,Supersonic,strong,0.27277026,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.27277026,0.27277026,True,True,True,0.1167896084,0.3561283081,-0.2470052712,0.8780466201,-0.8691610242,1.131691075,-0.5526651608,0.54985434,0.08134003651,0.151421577,0.005666901722,-0.3118396828,0.4492350973,-0.7824337118,0.6913118745,-0.5883411085,0.2384748462,-0.1225017019,0.07251865249
sd7080_perturb_034,sd7080,Low-subsonic,Supersonic,strong,0.29225287,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29225287,0.29225287,True,True,True,0.1177195598,0.3729343361,-0.2329673469,0.8252133556,-0.8373819606,1.114884593,-0.5887382716,0.5149244779,0.09021168334,0.1521332744,0.005866124802,-0.3305693676,0.4235804633,-0.7938942278,0.6914336114,-0.6498225692,0.2945494099,-0.1388475631,0.07743300126
sd7080_perturb_035,sd7080,Low-subsonic,Supersonic,strong,0.29147806,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29147806,0.29147806,True,True,True,0.1203850248,0.3595700359,-0.2165365043,0.9671552797,-0.644457087,1.132974687,-0.4682158631,0.5274598036,0.08283830314,0.1656235434,0.0378629202,-0.3174896419,0.4617825421,-0.7713838473,0.7350064866,-0.588725826,0.2523837441,-0.1495570165,0.05574326548
sd7080_perturb_036,sd7080,Low-subsonic,Supersonic,strong,0.28643558,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.28643558,0.28643558,True,True,True,0.1195177619,0.348413631,-0.2373496176,0.9751639159,-0.8479059178,1.070826753,-0.511053296,0.5219341887,0.08203472161,0.1381350547,0.01924199433,-0.3108503197,0.4816384529,-0.7870812797,0.7280066719,-0.6694565007,0.3195298508,-0.1409776412,0.05071586744
sd7080_perturb_037,sd7080,Low-subsonic,Supersonic,strong,0.29220041,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29220041,0.29220041,True,True,True,0.1196067946,0.351337174,-0.1981492419,0.8588654468,-0.8259379351,1.136322296,-0.5949678423,0.5293195524,0.06811168241,0.1392864152,0.02709371228,-0.3474619914,0.4321791078,-0.7539854551,0.5780548556,-0.5706927496,0.3312810127,-0.1557040122,0.07926432996
sd7080_perturb_038,sd7080,Low-subsonic,Supersonic,strong,0.25108297,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.25108297,0.25108297,True,True,True,0.1266723561,0.3380615794,-0.2199597784,0.8572767303,-0.7748257559,1.20541282,-0.4635225821,0.5583342446,0.0765498614,0.1649118436,0.02437721892,-0.3161157708,0.4244119899,-0.7677931179,0.7086816214,-0.5681189694,0.3367563628,-0.146965732,0.04764987157
sd7080_perturb_039,sd7080,Low-subsonic,Supersonic,strong,0.29054497,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.29054497,0.29054497,True,True,True,0.1230399697,0.3425814502,-0.2248624873,0.8605668213,-0.6731997763,1.109829241,-0.4754506399,0.5502467844,0.100915724,0.1328839524,0.01471030179,-0.2992208964,0.4086937344,-0.7514749825,0.6976415906,-0.6340114492,0.3116533711,-0.139510145,0.04387194077
sd7080_perturb_040,sd7080,Low-subsonic,Supersonic,strong,0.27687856,0.29881932,UIUC Airfoil Coordinates Database,sd7080,Low-subsonic,0.27687856,0.27687856,True,True,True,0.1186629516,0.3499407288,-0.2031658995,0.8368361635,-0.761700083,1.223780361,-0.506196002,0.5864351217,0.1121043061,0.136166062,0.03407541377,-0.3119833911,0.4507672024,-0.7820231687,0.7952012721,-0.5962334406,0.2760363401,-0.1298688157,0.05378386447
rae2822_perturb_001,rae2822,Transonic,Transonic,strong,0.29068873,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29068873,0.29068873,True,True,True,0.1345116309,0.1266828818,0.1448807569,0.1537681867,0.292393082,0.123974797,0.1972721162,0.1998517996,0.1814778983,0.2377854577,-0.144442952,-0.139030969,-0.09024991029,-0.3006707489,0.00996675185,-0.175867118,-0.05758273612,-0.03760921833,0.08627103399
rae2822_perturb_002,rae2822,Transonic,Transonic,strong,0.27948709,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.27948709,0.27948709,True,True,True,0.1261814878,0.1297567819,0.1342014246,0.1053519731,0.1801273037,0.2960462932,0.213960393,0.2229638454,0.1561745033,0.1837970138,-0.1406467932,-0.1592130133,-0.1042646752,-0.3159963522,0.02450918372,-0.2243705049,-0.03721104226,-0.03809887088,0.07006683521
rae2822_perturb_003,rae2822,Transonic,Transonic,strong,0.29642936,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.29146311,0.29146311,True,False,True,0.115967079,0.1184801447,0.1822902231,0.1724296473,0.1493192546,0.2640574743,0.2343242882,0.1626258597,0.2095385016,0.2286741646,-0.1196105894,-0.1825334027,-0.1319469125,-0.2824932418,0.02255645734,-0.1929641686,-0.03843789145,-0.03432254205,0.0595532573
rae2822_perturb_004,rae2822,Transonic,Transonic,strong,0.29838665,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29838665,0.29838665,True,True,True,0.1326602056,0.1207968463,0.1951274105,0.1072191274,0.1471568765,0.1700684255,0.164622697,0.235299043,0.2184583692,0.2141881819,-0.1256399453,-0.1425416281,-0.06776222944,-0.2999521737,-0.09646635647,-0.1546954109,-0.05227534985,-0.0374824052,0.09268592274
rae2822_perturb_005,rae2822,Transonic,Transonic,strong,0.28833922,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28833922,0.28833922,True,True,True,0.125273788,0.1039298896,0.1629149996,0.1695898417,0.2306395784,0.3307387526,0.2158118707,0.2045415833,0.1829384295,0.2095915427,-0.1273345066,-0.1714788451,-0.1271213638,-0.247657838,-0.0148148268,-0.109533273,-0.04606283265,-0.05009675225,0.06449630664
rae2822_perturb_006,rae2822,Transonic,Transonic,strong,0.29559662,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29559662,0.29559662,True,True,True,0.129238999,0.1255724315,0.2006958304,0.1094760731,0.1512373341,0.2019636796,0.1908014308,0.2162817306,0.1941751135,0.1715214867,-0.1426539444,-0.1358998837,-0.0666746485,-0.2477531487,-0.07910089736,-0.2066110531,-0.01753793123,-0.04279196181,0.06405277569
rae2822_perturb_007,rae2822,Transonic,Transonic,strong,0.29802821,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28819885,0.28819885,True,False,True,0.1293685667,0.1267690071,0.2088529352,0.1668785933,0.1763929058,0.138270937,0.1784690113,0.2123962657,0.1902824539,0.2199656573,-0.1457360295,-0.1966579377,-0.1087829913,-0.2783879552,-0.01050104213,-0.2235577315,0.01459899353,-0.03393258833,0.06833798315
rae2822_perturb_008,rae2822,Transonic,Transonic,strong,0.29557268,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29557268,0.29557268,True,True,True,0.1231725612,0.1238753859,0.14069255,0.1570628074,0.222731996,0.1799124977,0.1559422894,0.2235641417,0.1820203719,0.1850607294,-0.1334119046,-0.1201214755,-0.09281879312,-0.329672227,-0.1155677373,-0.1656164356,-0.06824467574,-0.04904413876,0.07134392262
rae2822_perturb_009,rae2822,Transonic,Transonic,strong,0.29165623,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28861028,0.28861028,True,False,True,0.1336485924,0.1075627224,0.1838252935,0.179424077,0.2267731728,0.1534732814,0.2026280271,0.214850987,0.1921205913,0.2139582812,-0.1342415858,-0.1820604006,-0.1172317376,-0.3083620856,-0.05312397526,-0.1817553241,-0.01306082471,-0.01263691055,0.04315335904
rae2822_perturb_010,rae2822,Transonic,Transonic,strong,0.27066274,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.27066274,0.27066274,True,True,True,0.123761337,0.1522212158,0.1642736898,0.1115473678,0.1938417716,0.2850463715,0.1943612007,0.2048362603,0.2073483272,0.2006444858,-0.1255585354,-0.1548589879,-0.03800124081,-0.3228659826,-0.09746955886,-0.1858291974,-0.06702424329,-0.04142494867,0.07932509869
rae2822_perturb_011,rae2822,Transonic,Transonic,strong,0.27612379,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.27109854,0.27109854,True,False,True,0.133893885,0.1249466543,0.1365111652,0.1740862011,0.2303372877,0.1254281587,0.211087574,0.2126973504,0.2018727334,0.1970515282,-0.1251350539,-0.1655493502,-0.008809396303,-0.3287501681,-0.01169221132,-0.1193016748,-0.04237179501,-0.04303927295,0.05913720538
rae2822_perturb_012,rae2822,Transonic,Transonic,strong,0.28968104,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28611955,0.28611955,True,False,True,0.129416962,0.1396225606,0.1280290844,0.1242543202,0.2438148754,0.2244706577,0.1334117474,0.1925362567,0.1943844628,0.2057888891,-0.1344580493,-0.1534984769,0.00184292867,-0.2905260912,-0.01870826025,-0.2137106149,0.0102671117,-0.04489212945,0.05998775823
rae2822_perturb_013,rae2822,Transonic,Transonic,strong,0.28617976,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28617976,0.28617976,True,True,True,0.1402648041,0.1176345157,0.1761383881,0.1641623116,0.1164750228,0.2704916716,0.1245970472,0.1975799356,0.1802312802,0.2230936531,-0.1443195582,-0.1706177723,-0.1205827049,-0.2671529102,0.04161818413,-0.1065180551,-0.06274619858,-0.02937081051,0.06040705284
rae2822_perturb_014,rae2822,Transonic,Transonic,strong,0.28420449,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28420449,0.28420449,True,True,True,0.1163684624,0.1255569602,0.1692827284,0.1879631594,0.08656254921,0.1535271919,0.1387529587,0.2376518515,0.1872986634,0.2051103683,-0.1267155141,-0.1697919061,-0.08607646265,-0.31504332,-0.01609055601,-0.1602874996,-0.115619412,-0.02777455874,0.07122736992
rae2822_perturb_015,rae2822,Transonic,Transonic,strong,0.29611996,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.29523578,0.29523578,True,False,True,0.1320749626,0.1291647049,0.2165340947,0.1663789702,0.2139830536,0.201933532,0.1426322859,0.2057567629,0.1853381377,0.2008085503,-0.1589457178,-0.148808695,-0.1046688551,-0.3832316746,-0.07669896819,-0.2339101044,-0.06425413402,-0.03681497055,0.06371488898
rae2822_perturb_016,rae2822,Transonic,Transonic,strong,0.29373909,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29373909,0.29373909,True,True,True,0.1317170601,0.123574326,0.1619218781,0.2248807244,0.07346010875,0.1930206668,0.0650016937,0.2048073029,0.1632355314,0.1963912033,-0.1430924616,-0.1705353588,-0.1063127949,-0.2686943707,-0.02744118063,-0.205888418,-0.06289073697,-0.05137649447,0.06730303552
rae2822_perturb_017,rae2822,Transonic,Transonic,strong,0.27961322,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.27961322,0.27961322,True,True,True,0.1244045883,0.1241162106,0.1901459634,0.223512416,0.07960602878,0.2026650014,0.2196392202,0.212293094,0.2070394452,0.1825779975,-0.1433628861,-0.1769867313,-0.09375022705,-0.2898260021,-0.04130508555,-0.1781755303,-0.02431922752,-0.05457324124,0.06512758972
rae2822_perturb_018,rae2822,Transonic,Transonic,strong,0.29094515,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28705184,0.28705184,True,False,True,0.1403432444,0.1072726494,0.173863349,0.1542623557,0.1477299791,0.2169365589,0.1344842631,0.2085649588,0.1896178037,0.2065316878,-0.1138533241,-0.1744658569,-0.07262605511,-0.2866290075,0.1134871439,-0.1515206048,-0.03680003706,-0.03975453501,0.04998408984
rae2822_perturb_019,rae2822,Transonic,Transonic,strong,0.29826224,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.29279440,0.29279440,True,False,True,0.1244093773,0.09980597269,0.1336078501,0.1246063855,0.157557855,0.05876832933,0.1689044911,0.2003865288,0.1949534354,0.2031986023,-0.1157126779,-0.1849044553,-0.0918143328,-0.2567425749,-0.03970122198,-0.1868295803,-0.04026185429,-0.04620667566,0.05364172401
rae2822_perturb_020,rae2822,Transonic,Transonic,strong,0.29212870,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28712129,0.28712129,True,False,True,0.1194648009,0.1311331103,0.1577597737,0.1933907583,0.329194601,0.07726587075,0.2122835036,0.19500461,0.1796259882,0.2164267275,-0.1393818977,-0.1713221578,-0.06330867123,-0.3116304309,-0.04239450182,-0.1981729355,-0.06973441532,-0.02962296047,0.06061758459
rae2822_perturb_021,rae2822,Transonic,Transonic,strong,0.28873994,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28873994,0.28873994,True,True,True,0.1257430422,0.1303492051,0.09810003933,0.1522582338,0.118052627,0.224228596,0.1749906951,0.2086012421,0.1949713643,0.1968029748,-0.1381761304,-0.1390451945,-0.1063995669,-0.3192867747,-0.03439219379,-0.147670083,-0.05322981705,-0.01821481537,0.06934209902
rae2822_perturb_022,rae2822,Transonic,Transonic,strong,0.29541045,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.29541045,0.29541045,True,True,True,0.1212790472,0.1194821587,0.138793947,0.1451356331,0.2150983468,0.1067705086,0.1547845525,0.2280901204,0.1703836342,0.2158954727,-0.1371109932,-0.1695731768,-0.129147042,-0.3394398217,0.106927925,-0.1759097474,-0.06458750029,-0.02929790651,0.08165192426
rae2822_perturb_023,rae2822,Transonic,Transonic,strong,0.24251895,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.24251895,0.24251895,True,True,True,0.1264173627,0.1181123849,0.152633652,0.2078221807,0.07768914414,0.3090759993,0.1930302109,0.1711819491,0.1896227965,0.2114095523,-0.1400507679,-0.1794040656,-0.1111489419,-0.2833845436,0.05509371087,-0.181647142,-0.03699483537,-0.04309243582,0.06724827208
rae2822_perturb_024,rae2822,Transonic,Transonic,strong,0.28738343,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.28137281,0.28137281,True,False,True,0.1155966891,0.1228080747,0.1673625647,0.1036393307,0.1973983355,0.1581017579,0.2260442514,0.1954639193,0.1963326849,0.2100325301,-0.1186609685,-0.1706870765,-0.09625403125,-0.3769058588,-0.1217352118,-0.1935552137,-0.09187492685,-0.04069484875,0.05898804032
rae2822_perturb_025,rae2822,Transonic,Transonic,strong,0.28141127,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28141127,0.28141127,True,True,True,0.1300939684,0.1334352889,0.1703474106,0.2001381321,0.136169282,0.2465522341,0.2186120768,0.2419992941,0.1638853234,0.2240488108,-0.1433158588,-0.1594994357,-0.06912668501,-0.3432574717,0.009966746523,-0.1518638097,-0.05436936414,-0.066734657,0.05762423963
rae2822_perturb_026,rae2822,Transonic,Transonic,strong,0.28134386,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28134386,0.28134386,True,True,True,0.1324344312,0.1232264165,0.1425753307,0.154935781,0.07711872351,0.2189501484,0.2485346958,0.1901243123,0.2110708025,0.2092625545,-0.1442687284,-0.1708462374,-0.07830621675,-0.2581675032,-0.01305650642,-0.162285412,-0.06330552661,-0.06034003711,0.04540712994
rae2822_perturb_027,rae2822,Transonic,Transonic,strong,0.29824540,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae69ck,Transonic,0.29587190,0.29587190,True,False,True,0.1384766168,0.1268643651,0.2049596559,0.1567450432,0.1958641599,0.2274660604,0.186235508,0.2326420504,0.160483911,0.1927206086,-0.1436392916,-0.1832240919,-0.08432964647,-0.3369768901,0.03073666833,-0.1591525291,-0.01123951523,-0.02435438389,0.06812735163
rae2822_perturb_028,rae2822,Transonic,Transonic,strong,0.28778814,0.29881932,NASA Glenn RAE2822 Transonic Airfoil Validation,rae2822,Transonic,0.28778814,0.28778814,True,True,True,0.121620078,0.1278240705,0.1447069294,0.1518483196,0.1370674598,0.1027439697,0.1171337283,0.2794565635,0.179319536,0.2204141296,-0.1513793497,-0.1753287187,-0.04707387099,-0.2935055631,-0.01417392961,-0.1747880605,-0.04443541613,-0.04172549642,0.07000367328
